property_id,name,address,price,sq_ft,collected_at,source,listing_id,coordinates,area,type
,,,1627058,,2026-03-22T19:35:24.756166,LoopNet API,38704259,"[[-77.695072, 43.217637]]",3581,Industrial
,,,1458961,,2026-03-22T19:35:24.756172,LoopNet API,37835183,"[[-77.689202, 43.184202]]",2798,Office
,,,1832104,,2026-03-22T19:35:24.756178,LoopNet API,37802144,"[[-77.729757, 43.216637]]",1244,Office
,,,398781,,2026-03-22T19:35:24.756184,LoopNet API,37685159,"[[-77.507708, 43.180254]]",605,Office
,,,708064,,2026-03-22T19:35:24.756190,LoopNet API,37672628,"[[-77.58338, 43.161273]]",2188,Multi-Family
,,,304500,,2026-03-22T19:35:24.756195,LoopNet API,36753479,"[[-77.609031, 43.188089]]",1669,Multi-Family
,,,1424105,,2026-03-22T19:35:24.756201,LoopNet API,35918214,"[[-77.598063, 43.158212]]",1990,Industrial
,,,292834,,2026-03-22T19:35:24.756209,LoopNet API,34615563,"[[-77.606169, 43.123466]]",3420,Multi-Family
,,,1680889,,2026-03-22T19:35:24.756216,LoopNet API,33967070,"[[-77.600692, 43.090541]]",1906,Multi-Family
,,,1507443,,2026-03-22T19:35:24.756243,LoopNet API,33594054,"[[-77.59515, 43.197256]]",1994,Industrial
,,,1897197,,2026-03-22T19:35:24.756252,LoopNet API,33563624,"[[-77.670594, 43.205411]]",3794,Office
,,,830183,,2026-03-22T19:35:24.756257,LoopNet API,31365120,"[[-77.617893, 43.104205]]",2191,Retail
,,,1260235,,2026-03-22T19:35:24.756262,LoopNet API,31072254,"[[-77.672354, 43.208394]]",959,Multi-Family
,,,1309009,,2026-03-22T19:35:24.756268,LoopNet API,29679893,"[[-77.625991, 43.083275]]",1148,Retail
,,,1575897,,2026-03-22T19:35:24.756274,LoopNet API,28677556,"[[-77.496353, 43.128384]]",4593,Office
,,,1540812,,2026-03-22T19:35:24.756279,LoopNet API,27340026,"[[-77.596171, 43.094725]]",3856,Retail
,,,962185,,2026-03-22T19:35:24.756285,LoopNet API,25423067,"[[-77.660068, 43.189489]]",2166,Office
,,,1659067,,2026-03-22T19:35:24.756290,LoopNet API,39240335,"[[-77.626972, 43.266573]]",1025,Retail
,,,1389691,,2026-03-22T19:35:24.756298,LoopNet API,38506503,"[[-77.722156, 43.147954]]",3091,Industrial
,,,236382,,2026-03-22T19:35:24.756305,LoopNet API,39688759,"[[-77.491895, 43.134963]]",638,Industrial
,,,848825,,2026-03-22T19:35:24.756311,LoopNet API,39493768,"[[-77.652739, 43.183327]]",2467,Industrial
,,,1190744,,2026-03-22T19:35:24.756317,LoopNet API,39179151,"[[-77.637042, 43.21747]]",2384,Office
,,,283571,,2026-03-22T19:35:24.756323,LoopNet API,39135313,"[[-77.59963, 43.147174]]",4277,Office
,,,226305,,2026-03-22T19:35:24.756329,LoopNet API,39029056,"[[-77.629854, 43.253288]]",4200,Industrial
,,,636825,,2026-03-22T19:35:24.756335,LoopNet API,38805754,"[[-77.609516, 43.159373], [-77.60937, 43.159498], [-77.609022, 43.159498]]",1615,Industrial
,,,1009766,,2026-03-22T19:35:24.756340,LoopNet API,38672790,"[[-77.695841, 43.252085]]",4106,Office
,,,353011,,2026-03-22T19:35:24.756347,LoopNet API,38667709,"[[-77.684791, 43.163939]]",556,Multi-Family
,,,1430517,,2026-03-22T19:35:24.756356,LoopNet API,38657835,"[[-77.680431, 43.165312]]",1900,Industrial
,,,1765753,,2026-03-22T19:35:24.756362,LoopNet API,38642840,"[[-77.63687, 43.178827], [-77.642536, 43.179533], [-77.642392, 43.179532], [-77.62665, 43.14951], [-77.62825, 43.15788], [-77.60167, 43.17348], [-77.64267, 43.17865], [-77.574784, 43.159554], [-77.642874, 43.178356], [-77.64269, 43.17833], [-77.648616, 43.175477]]",842,Industrial
,,,896101,,2026-03-22T19:35:24.756368,LoopNet API,38392450,"[[-77.563914, 43.165658]]",965,Retail
,,,1378386,,2026-03-22T19:35:24.756374,LoopNet API,38349243,"[[-77.630426, 43.152136]]",609,Office
,,,1042290,,2026-03-22T19:35:24.756379,LoopNet API,38336132,"[[-77.606721, 43.148846]]",1331,Industrial
,,,385110,,2026-03-22T19:35:24.756385,LoopNet API,37642625,"[[-77.521411, 43.091164]]",3503,Multi-Family
,,,1307730,,2026-03-22T19:35:24.756391,LoopNet API,37635578,"[[-77.605897, 43.163075]]",718,Industrial
,,,1112398,,2026-03-22T19:35:24.756397,LoopNet API,37597791,"[[-77.622107, 43.237705], [-77.650804, 43.149728], [-77.621603, 43.239027]]",4643,Industrial
,,,1816296,,2026-03-22T19:35:24.756402,LoopNet API,36946149,"[[-77.640255, 43.216379]]",3955,Multi-Family
,,,1316323,,2026-03-22T19:35:24.756408,LoopNet API,36759255,"[[-77.555457, 43.176733]]",707,Multi-Family
,,,458966,,2026-03-22T19:35:24.756414,LoopNet API,36720805,"[[-77.507789, 43.181558]]",2702,Multi-Family
,,,1601044,,2026-03-22T19:35:24.756419,LoopNet API,36541756,"[[-77.609937, 43.162058]]",2719,Multi-Family
,,,677119,,2026-03-22T19:35:24.756424,LoopNet API,36012352,"[[-77.547591, 43.226692]]",825,Multi-Family
,,,1646482,,2026-03-22T19:35:24.756430,LoopNet API,35743582,"[[-77.552951, 43.1471]]",3313,Multi-Family
,,,1627552,,2026-03-22T19:35:24.757074,LoopNet API,35635912,"[[-77.663813, 43.204382]]",4363,Multi-Family
,,,487349,,2026-03-22T19:35:24.757082,LoopNet API,33872004,"[[-77.483396, 43.203826]]",4648,Industrial
,,,947461,,2026-03-22T19:35:24.757087,LoopNet API,33820009,"[[-77.599713, 43.172094]]",1008,Industrial
,,,866154,,2026-03-22T19:35:24.757093,LoopNet API,33012857,"[[-77.750032, 43.254493]]",3348,Multi-Family
,,,135450,,2026-03-22T19:35:24.757098,LoopNet API,32888406,"[[-77.658047, 43.128951]]",648,Retail
,,,861377,,2026-03-22T19:35:24.757103,LoopNet API,32669501,"[[-77.438521, 43.130325]]",2365,Office
,,,1890169,,2026-03-22T19:35:24.757112,LoopNet API,30842456,"[[-77.645307, 43.123657]]",4244,Retail
,,,267676,,2026-03-22T19:35:24.757118,LoopNet API,30058882,"[[-77.650628, 43.131562]]",2830,Multi-Family
,,,1737983,,2026-03-22T19:35:24.757124,LoopNet API,28535219,"[[-77.640383, 43.058454]]",4710,Multi-Family
,,,934195,,2026-03-22T19:35:24.757129,LoopNet API,25194189,"[[-77.5988, 43.20861]]",1689,Retail
,,,639232,,2026-03-22T19:35:24.757135,LoopNet API,37336938,"[[-77.68565, 43.186082]]",3071,Industrial
,,,1305169,,2026-03-22T19:35:24.757141,LoopNet API,35191239,"[[-77.462175, 43.110628]]",4650,Office
,,,844815,,2026-03-22T19:35:24.757146,LoopNet API,29771223,"[[-77.599426, 43.193142], [-77.599521, 43.192894], [-77.599646, 43.193356]]",1010,Office
,,,1084279,,2026-03-22T19:35:24.757152,LoopNet API,25271303,"[[-77.652613, 43.187679]]",2370,Office
,,,263809,,2026-03-22T19:35:24.757158,LoopNet API,37144799,"[[-77.445522, 43.127799], [-77.446778, 43.126919]]",515,Industrial
,,,967986,,2026-03-22T19:44:04.451749,LoopNet API,33157222,"[[-77.629305, 43.193999]]",4129,Multi-Family
,,,1041707,,2026-03-22T19:44:04.451772,LoopNet API,39251110,"[[-77.477505, 43.204216]]",4821,Retail
,,,1864259,,2026-03-22T19:44:04.451778,LoopNet API,39817288,"[[-77.630988, 43.19586]]",2148,Multi-Family
,,,1290403,,2026-03-22T19:44:04.451783,LoopNet API,39712189,"[[-77.678778, 43.108532]]",3215,Industrial
,,,1982111,,2026-03-22T19:44:04.451786,LoopNet API,39625204,"[[-77.7088, 43.146607]]",1795,Industrial
,,,572714,,2026-03-22T19:44:04.451790,LoopNet API,39616616,"[[-77.696694, 43.183124]]",1228,Multi-Family
,,,265819,,2026-03-22T19:44:04.451795,LoopNet API,39602403,"[[-77.452169, 43.208601]]",4969,Industrial
,,,1837768,,2026-03-22T19:44:04.451799,LoopNet API,39587954,"[[-77.699985, 43.149222]]",2159,Industrial
,,,1285603,,2026-03-22T19:44:04.451802,LoopNet API,39577570,"[[-77.732281, 43.21782]]",1167,Retail
,,,1601644,,2026-03-22T19:44:04.451806,LoopNet API,39558241,"[[-77.486755, 43.079174]]",799,Multi-Family
,,,1110332,,2026-03-22T19:44:04.451809,LoopNet API,39432321,"[[-77.603237, 43.115479]]",4481,Office
,,,1009895,,2026-03-22T19:44:04.451812,LoopNet API,39402981,"[[-77.569621, 43.201708]]",622,Multi-Family
,,,654360,,2026-03-22T19:44:04.451815,LoopNet API,39388644,"[[-77.583062, 43.163556]]",1388,Office
,,,982344,,2026-03-22T19:44:04.451819,LoopNet API,39323587,"[[-77.628679, 43.099292]]",1706,Multi-Family
,,,130712,,2026-03-22T19:44:04.451822,LoopNet API,39322261,"[[-77.628546, 43.135555], [-77.62244, 43.13992], [-77.62866, 43.13642], [-77.64013, 43.12885]]",4597,Retail
,,,698010,,2026-03-22T19:44:04.451825,LoopNet API,39317559,"[[-77.652737, 43.184384]]",910,Office
,,,1215330,,2026-03-22T19:44:04.451828,LoopNet API,39302800,"[[-77.687407, 43.208923]]",1773,Industrial
,,,413703,,2026-03-22T19:44:04.451831,LoopNet API,39292350,"[[-77.621133, 43.082114]]",4160,Retail
,,,244057,,2026-03-22T19:44:04.451834,LoopNet API,39270340,"[[-77.596377, 43.140599], [-77.595678, 43.140665], [-77.596294, 43.140951], [-77.596385, 43.140912], [-77.596329, 43.140442]]",2883,Industrial
,,,506278,,2026-03-22T19:44:04.451837,LoopNet API,39265429,"[[-77.579476, 43.138666]]",2983,Retail
,,,1447857,,2026-03-22T19:44:04.451840,LoopNet API,39265207,"[[-77.579987, 43.150797]]",4381,Industrial
,,,1708120,,2026-03-22T19:44:04.451843,LoopNet API,39228650,"[[-77.615279, 43.101188]]",1893,Office
,,,117704,,2026-03-22T19:44:04.451846,LoopNet API,39172088,"[[-77.674289, 43.111963]]",3588,Office
,,,551169,,2026-03-22T19:44:04.451849,LoopNet API,39113038,"[[-77.641053, 43.146858]]",762,Retail
,,,1300710,,2026-03-22T19:44:04.451852,LoopNet API,39082310,"[[-77.607652, 43.180298]]",4209,Office
,,,1877883,,2026-03-22T19:44:04.451855,LoopNet API,39031619,"[[-77.559786, 43.169987]]",1645,Office
,,,818482,,2026-03-22T19:44:04.451858,LoopNet API,39011722,"[[-77.614977, 43.178606]]",983,Retail
,,,847409,,2026-03-22T19:44:04.451861,LoopNet API,38985531,"[[-77.635785, 43.095101]]",2852,Industrial
,,,1306997,,2026-03-22T19:44:04.451864,LoopNet API,38816016,"[[-77.66101, 43.149414]]",4130,Industrial
,,,749018,,2026-03-22T19:44:04.451867,LoopNet API,38794915,"[[-77.651745, 43.145283]]",2032,Office
,,,1221947,,2026-03-22T19:44:04.451871,LoopNet API,38693769,"[[-77.642082, 43.222331]]",2239,Office
,,,395055,,2026-03-22T19:44:04.451874,LoopNet API,38658005,"[[-77.649384, 43.161883]]",1094,Retail
,,,355627,,2026-03-22T19:44:04.451878,LoopNet API,38636419,"[[-77.626949, 43.16643], [-77.600855, 43.173812]]",1123,Office
,,,1285682,,2026-03-22T19:44:04.451882,LoopNet API,38636410,"[[-77.661895, 43.046676]]",4841,Multi-Family
,,,349120,,2026-03-22T19:44:04.451947,LoopNet API,38610227,"[[-77.564976, 43.14901]]",912,Industrial
,,,493061,,2026-03-22T19:44:04.451951,LoopNet API,38579493,"[[-77.65508, 43.153301]]",2153,Retail
,,,1245164,,2026-03-22T19:44:04.451955,LoopNet API,38553022,"[[-77.599309, 43.157494]]",3662,Office
,,,991069,,2026-03-22T19:44:04.451958,LoopNet API,38530756,"[[-77.59832, 43.159179]]",1476,Industrial
,,,718986,,2026-03-22T19:44:04.451962,LoopNet API,38530691,"[[-77.599626, 43.159095]]",745,Retail
,,,1241554,,2026-03-22T19:44:04.451965,LoopNet API,38500653,"[[-77.59903, 43.142998]]",3775,Industrial
,,,704061,,2026-03-22T19:44:04.451969,LoopNet API,38455770,"[[-77.63365, 43.197508]]",2870,Industrial
,,,889422,,2026-03-22T19:44:04.451974,LoopNet API,38433685,"[[-77.509827, 43.178265]]",3514,Industrial
,,,1426424,,2026-03-22T19:44:04.451977,LoopNet API,38423222,"[[-77.670455, 43.205365]]",4084,Retail
,,,1647822,,2026-03-22T19:44:04.451981,LoopNet API,38410033,"[[-77.612807, 43.165168]]",4970,Industrial
,,,303777,,2026-03-22T19:44:04.451984,LoopNet API,38391803,"[[-77.69616, 43.221334]]",3642,Multi-Family
,,,1562616,,2026-03-22T19:44:04.451988,LoopNet API,38357735,"[[-77.61102, 43.25571]]",4894,Industrial
,,,1181878,,2026-03-22T19:44:04.451991,LoopNet API,38353121,"[[-77.487226, 43.118583]]",2295,Retail
,,,538304,,2026-03-22T19:44:04.451995,LoopNet API,38337053,"[[-77.736792, 43.182119]]",1056,Office
,,,1807914,,2026-03-22T19:44:04.451998,LoopNet API,38306416,"[[-77.618951, 43.10377], [-77.619241, 43.104197]]",1278,Retail
,,,559414,,2026-03-22T19:44:04.452002,LoopNet API,38263561,"[[-77.66493, 43.131087]]",3816,Industrial
,,,1310802,,2026-03-22T19:44:04.452005,LoopNet API,38223668,"[[-77.508242, 43.18241]]",4009,Industrial
,,,365322,,2026-03-22T19:44:04.452009,LoopNet API,38013173,"[[-77.653018, 43.149681]]",2880,Industrial
,,,1506794,,2026-03-22T19:44:04.452012,LoopNet API,37994174,"[[-77.675616, 43.037633]]",3863,Industrial
,,,1180079,,2026-03-22T19:44:04.452016,LoopNet API,37974523,"[[-77.606928, 43.160039]]",858,Office
,,,1188569,,2026-03-22T19:44:04.452020,LoopNet API,37938064,"[[-77.609412, 43.159125]]",3256,Industrial
,,,1990508,,2026-03-22T19:44:04.452023,LoopNet API,37863022,"[[-77.66444, 43.13292]]",3365,Retail
,,,354903,,2026-03-22T19:44:04.452027,LoopNet API,37840949,"[[-77.607784, 43.14062]]",904,Multi-Family
,,,1167144,,2026-03-22T19:44:04.452031,LoopNet API,37766162,"[[-77.659114, 43.15824]]",2084,Office
,,,654756,,2026-03-22T19:44:04.452035,LoopNet API,37685380,"[[-77.640861, 43.080778]]",686,Industrial
,,,455594,,2026-03-22T19:44:04.452039,LoopNet API,37564679,"[[-77.601539, 43.089175], [-77.602465, 43.089255]]",3126,Industrial
,,,1044967,,2026-03-22T19:44:04.452042,LoopNet API,37409507,"[[-77.703288, 43.18576]]",3554,Multi-Family
,,,228763,,2026-03-22T19:44:04.452046,LoopNet API,37029121,"[[-77.704267, 43.185293]]",2975,Retail
,,,1771353,,2026-03-22T19:44:04.452049,LoopNet API,36999876,"[[-77.618147, 43.103253]]",3387,Multi-Family
,,,1777909,,2026-03-22T19:44:04.452053,LoopNet API,36911005,"[[-77.665334, 43.133994]]",3809,Multi-Family
,,,695859,,2026-03-22T19:44:04.452056,LoopNet API,36845807,"[[-77.521768, 43.091687]]",1841,Office
,,,1168608,,2026-03-22T19:44:04.452061,LoopNet API,36693922,"[[-77.618859, 43.102351]]",3100,Retail
,,,1582505,,2026-03-22T19:44:04.452065,LoopNet API,36611613,"[[-77.628904, 43.174154]]",1655,Industrial
,,,1217251,,2026-03-22T19:44:04.452068,LoopNet API,36398849,"[[-77.581112, 43.0941]]",1882,Multi-Family
,,,1380476,,2026-03-22T19:44:04.452072,LoopNet API,35789458,"[[-77.710627, 43.146659]]",4280,Multi-Family
,,,1024859,,2026-03-22T19:44:04.452076,LoopNet API,35561380,"[[-77.603447, 43.147115]]",2398,Multi-Family
,,,883279,,2026-03-22T19:44:04.452079,LoopNet API,35079036,"[[-77.668244, 43.165093]]",949,Multi-Family
,,,862398,,2026-03-22T19:44:04.452083,LoopNet API,35029105,"[[-77.593411, 43.12617]]",2293,Industrial
,,,161972,,2026-03-22T19:44:04.452086,LoopNet API,34615706,"[[-77.631762, 43.087828]]",2869,Industrial
,,,1327009,,2026-03-22T19:44:04.452090,LoopNet API,34483921,"[[-77.628616, 43.135441]]",1538,Office
,,,1947427,,2026-03-22T19:44:04.452093,LoopNet API,33831590,"[[-77.761502, 43.097409]]",1689,Office
,,,331474,,2026-03-22T19:44:04.452097,LoopNet API,33830092,"[[-77.734078, 43.095041]]",4401,Office
,,,125605,,2026-03-22T19:44:04.452100,LoopNet API,33162249,"[[-77.611413, 43.155727]]",1443,Industrial
,,,236366,,2026-03-22T19:44:04.452107,LoopNet API,33041169,"[[-77.593028, 43.146437]]",3267,Industrial
,,,719114,,2026-03-22T19:44:04.452111,LoopNet API,32968464,"[[-77.589541, 43.144419]]",1277,Multi-Family
,,,494219,,2026-03-22T19:44:04.452115,LoopNet API,32876301,"[[-77.693209, 43.210131]]",2471,Multi-Family
,,,1784691,,2026-03-22T19:44:04.452118,LoopNet API,32654787,"[[-77.650142, 43.135638]]",2058,Retail
,,,1477062,,2026-03-22T19:44:04.452122,LoopNet API,32554456,"[[-77.615191, 43.159897]]",3885,Retail
,,,359359,,2026-03-22T19:44:04.452126,LoopNet API,32108855,"[[-77.561308, 43.204157]]",1121,Industrial
,,,1772574,,2026-03-22T19:44:04.452130,LoopNet API,31478200,"[[-77.673524, 43.109445]]",4997,Office
,,,1209657,,2026-03-22T19:44:04.452133,LoopNet API,31300848,"[[-77.455286, 43.209852]]",1580,Office
,,,609848,,2026-03-22T19:44:04.452137,LoopNet API,30644543,"[[-77.623535, 43.147484]]",1990,Office
,,,1828294,,2026-03-22T19:44:04.452141,LoopNet API,30346044,"[[-77.608702, 43.156989]]",1339,Retail
,,,1718553,,2026-03-22T19:44:04.452144,LoopNet API,29800269,"[[-77.5831, 43.092362]]",4722,Retail
,,,829344,,2026-03-22T19:44:04.452148,LoopNet API,29057874,"[[-77.636271, 43.0941]]",2426,Industrial
,,,1547768,,2026-03-22T19:44:04.452152,LoopNet API,28764317,"[[-74.193444, 40.921858], [-77.656597, 43.11786]]",1134,Office
,,,1101969,,2026-03-22T19:44:04.452155,LoopNet API,28639149,"[[-77.620477, 43.086632]]",3582,Retail
,,,1242005,,2026-03-22T19:44:04.452159,LoopNet API,28431245,"[[-77.587104, 43.18259]]",1703,Retail
,,,550400,,2026-03-22T19:44:04.452163,LoopNet API,27373913,"[[-77.616208, 43.068077]]",689,Industrial
,,,1314836,,2026-03-22T19:44:04.452168,LoopNet API,25060286,"[[-77.731417, 43.213995]]",1258,Retail
,,,1650982,,2026-03-22T19:44:04.452171,LoopNet API,24504892,"[[-77.602434, 43.161704]]",2127,Retail
,,,1941931,,2026-03-22T19:44:04.452175,LoopNet API,22039846,"[[-77.711586, 43.210741]]",2343,Multi-Family
,,,142846,,2026-03-22T19:44:04.452179,LoopNet API,18800479,"[[-77.697693, 43.105656]]",687,Multi-Family
,,,754150,,2026-03-22T19:44:04.452182,LoopNet API,16334777,"[[-77.735362, 43.214659]]",1354,Multi-Family
,,,1655342,,2026-03-22T19:44:04.452186,LoopNet API,9282621,"[[-77.66594, 43.014168]]",1949,Industrial
,,,1893911,,2026-03-22T19:44:04.452189,LoopNet API,39690768,"[[-77.636795, 43.199908]]",2925,Multi-Family
,,,1857935,,2026-03-22T19:44:04.452193,LoopNet API,39543460,"[[-77.598923, 43.210388]]",997,Retail
,,,956275,,2026-03-22T19:44:04.452196,LoopNet API,39135136,"[[-77.450523, 43.107187]]",4204,Industrial
,,,344382,,2026-03-22T19:44:04.452200,LoopNet API,38704259,"[[-77.695072, 43.217637]]",2315,Retail
,,,1898187,,2026-03-22T19:44:04.452204,LoopNet API,37835183,"[[-77.689202, 43.184202]]",1167,Industrial
,,,619871,,2026-03-22T19:44:04.452207,LoopNet API,37802144,"[[-77.729757, 43.216637]]",4398,Multi-Family
,,,1348296,,2026-03-22T19:44:04.452211,LoopNet API,37685159,"[[-77.507708, 43.180254]]",3688,Office
,,,651686,,2026-03-22T19:44:04.452215,LoopNet API,37672628,"[[-77.58338, 43.161273]]",1594,Retail
,,,863773,,2026-03-22T19:44:04.452218,LoopNet API,36753479,"[[-77.609031, 43.188089]]",4320,Industrial
,,,1812490,,2026-03-22T19:44:04.452222,LoopNet API,35918214,"[[-77.598063, 43.158212]]",4083,Multi-Family
,,,751103,,2026-03-22T19:44:04.452226,LoopNet API,34615563,"[[-77.606169, 43.123466]]",2554,Office
,,,1308645,,2026-03-22T19:44:04.452242,LoopNet API,33967070,"[[-77.600692, 43.090541]]",3501,Industrial
,,,1579289,,2026-03-22T19:44:04.452246,LoopNet API,33594054,"[[-77.59515, 43.197256]]",3437,Multi-Family
,,,776649,,2026-03-22T19:44:04.452250,LoopNet API,33563624,"[[-77.670594, 43.205411]]",3923,Office
,,,1665731,,2026-03-22T19:44:04.452253,LoopNet API,31365120,"[[-77.617893, 43.104205]]",4339,Multi-Family
,,,1563765,,2026-03-22T19:44:04.452257,LoopNet API,31072254,"[[-77.672354, 43.208394]]",817,Multi-Family
,,,1854335,,2026-03-22T19:44:04.452260,LoopNet API,29679893,"[[-77.625991, 43.083275]]",3846,Industrial
,,,1204045,,2026-03-22T19:44:04.452264,LoopNet API,28677556,"[[-77.496353, 43.128384]]",1412,Industrial
,,,364800,,2026-03-22T19:44:04.452267,LoopNet API,27340026,"[[-77.596171, 43.094725]]",4597,Retail
,,,958500,,2026-03-22T19:44:04.452271,LoopNet API,25423067,"[[-77.660068, 43.189489]]",2514,Industrial
,,,707491,,2026-03-22T19:44:04.452274,LoopNet API,39240335,"[[-77.626972, 43.266573]]",4231,Retail
,,,810551,,2026-03-22T19:44:04.452278,LoopNet API,38506503,"[[-77.722156, 43.147954]]",1430,Industrial
,,,1688434,,2026-03-22T19:44:04.452282,LoopNet API,39688759,"[[-77.491895, 43.134963]]",4388,Multi-Family
,,,1255554,,2026-03-22T19:44:04.452286,LoopNet API,39493768,"[[-77.652739, 43.183327]]",4343,Retail
,,,1472964,,2026-03-22T19:44:04.452290,LoopNet API,39179151,"[[-77.637042, 43.21747]]",4967,Industrial
,,,1997743,,2026-03-22T19:44:04.452293,LoopNet API,39135313,"[[-77.59963, 43.147174]]",4559,Retail
,,,234500,,2026-03-22T19:44:04.452297,LoopNet API,39029056,"[[-77.629854, 43.253288]]",4791,Industrial
,,,1170266,,2026-03-22T19:44:04.452301,LoopNet API,38805754,"[[-77.609516, 43.159373], [-77.60937, 43.159498], [-77.609022, 43.159498]]",771,Retail
,,,384498,,2026-03-22T19:44:04.452305,LoopNet API,38672790,"[[-77.695841, 43.252085]]",1727,Retail
,,,1536969,,2026-03-22T19:44:04.452308,LoopNet API,38667709,"[[-77.684791, 43.163939]]",1445,Office
,,,464889,,2026-03-22T19:44:04.452313,LoopNet API,38657835,"[[-77.680431, 43.165312]]",2465,Industrial
,,,588616,,2026-03-22T19:44:04.452317,LoopNet API,38642840,"[[-77.63687, 43.178827], [-77.642536, 43.179533], [-77.642392, 43.179532], [-77.62665, 43.14951], [-77.62825, 43.15788], [-77.60167, 43.17348], [-77.64267, 43.17865], [-77.574784, 43.159554], [-77.642874, 43.178356], [-77.64269, 43.17833], [-77.648616, 43.175477]]",3727,Multi-Family
,,,1073026,,2026-03-22T19:44:04.452321,LoopNet API,38392450,"[[-77.563914, 43.165658]]",4217,Multi-Family
,,,1392226,,2026-03-22T19:44:04.452325,LoopNet API,38349243,"[[-77.630426, 43.152136]]",1542,Retail
,,,533762,,2026-03-22T19:44:04.452328,LoopNet API,38336132,"[[-77.606721, 43.148846]]",3440,Multi-Family
,,,1607527,,2026-03-22T19:44:04.452332,LoopNet API,37642625,"[[-77.521411, 43.091164]]",1287,Retail
,,,643931,,2026-03-22T19:44:04.452335,LoopNet API,37635578,"[[-77.605897, 43.163075]]",3525,Office
,,,971520,,2026-03-22T19:44:04.452339,LoopNet API,37597791,"[[-77.622107, 43.237705], [-77.650804, 43.149728], [-77.621603, 43.239027]]",2387,Office
,,,427202,,2026-03-22T19:44:04.452343,LoopNet API,36946149,"[[-77.640255, 43.216379]]",1838,Retail
,,,1610741,,2026-03-22T19:44:04.452346,LoopNet API,36759255,"[[-77.555457, 43.176733]]",1143,Industrial
,,,1191733,,2026-03-22T19:44:04.452350,LoopNet API,36720805,"[[-77.507789, 43.181558]]",4779,Retail
,,,1002146,,2026-03-22T19:44:04.452353,LoopNet API,36541756,"[[-77.609937, 43.162058]]",1584,Multi-Family
,,,358493,,2026-03-22T19:44:04.452357,LoopNet API,36012352,"[[-77.547591, 43.226692]]",1673,Multi-Family
,,,1640887,,2026-03-22T19:44:04.452360,LoopNet API,35743582,"[[-77.552951, 43.1471]]",2552,Industrial
,,,919720,,2026-03-22T19:44:04.452364,LoopNet API,35635912,"[[-77.663813, 43.204382]]",2818,Industrial
,,,756295,,2026-03-22T19:44:04.452367,LoopNet API,33872004,"[[-77.483396, 43.203826]]",4723,Retail
,,,1239314,,2026-03-22T19:44:04.452371,LoopNet API,33820009,"[[-77.599713, 43.172094]]",1692,Retail
,,,149674,,2026-03-22T19:44:04.452374,LoopNet API,33012857,"[[-77.750032, 43.254493]]",2396,Industrial
,,,993699,,2026-03-22T19:44:04.452378,LoopNet API,32888406,"[[-77.658047, 43.128951]]",4041,Industrial
,,,688989,,2026-03-22T19:44:04.452381,LoopNet API,32669501,"[[-77.438521, 43.130325]]",3602,Industrial
,,,896249,,2026-03-22T19:44:04.452385,LoopNet API,30842456,"[[-77.645307, 43.123657]]",3132,Office
,,,1750771,,2026-03-22T19:44:04.452389,LoopNet API,30058882,"[[-77.650628, 43.131562]]",1989,Multi-Family
,,,1594325,,2026-03-22T19:44:04.452393,LoopNet API,28535219,"[[-77.640383, 43.058454]]",1054,Industrial
,,,1535306,,2026-03-22T19:44:04.452396,LoopNet API,25194189,"[[-77.5988, 43.20861]]",2528,Multi-Family
,,,235297,,2026-03-22T19:44:04.452400,LoopNet API,37336938,"[[-77.68565, 43.186082]]",1366,Office
,,,622892,,2026-03-22T19:44:04.452404,LoopNet API,35191239,"[[-77.462175, 43.110628]]",4314,Multi-Family
,,,1030724,,2026-03-22T19:44:04.452407,LoopNet API,29771223,"[[-77.599426, 43.193142], [-77.599521, 43.192894], [-77.599646, 43.193356]]",1648,Retail
,,,567107,,2026-03-22T19:44:04.452411,LoopNet API,25271303,"[[-77.652613, 43.187679]]",4953,Retail
,,,1109279,,2026-03-22T19:44:04.452414,LoopNet API,37144799,"[[-77.445522, 43.127799], [-77.446778, 43.126919]]",3318,Retail
,,,1727025,,2026-03-25T11:28:33.613987,LoopNet API,33157222,"[[-77.629305, 43.193999]]",1985,Retail
,,,1130485,,2026-03-25T11:28:33.614078,LoopNet API,39251110,"[[-77.477505, 43.204216]]",552,Retail
,,,1396114,,2026-03-25T11:28:33.614087,LoopNet API,39871963,"[[-77.61928, 43.103326]]",1038,Office
,,,1441735,,2026-03-25T11:28:33.614091,LoopNet API,39854150,"[[-77.606577, 43.071999]]",3174,Multi-Family
,,,1774822,,2026-03-25T11:28:33.614095,LoopNet API,39817288,"[[-77.630988, 43.19586]]",2338,Multi-Family
,,,1153538,,2026-03-25T11:28:33.614099,LoopNet API,39712189,"[[-77.678778, 43.108532]]",3782,Industrial
,,,496579,,2026-03-25T11:28:33.614103,LoopNet API,39625204,"[[-77.7088, 43.146607]]",1747,Office
,,,1748231,,2026-03-25T11:28:33.614107,LoopNet API,39616616,"[[-77.696694, 43.183124]]",1569,Multi-Family
,,,1993120,,2026-03-25T11:28:33.614110,LoopNet API,39602403,"[[-77.452169, 43.208601]]",4299,Industrial
,,,975769,,2026-03-25T11:28:33.614114,LoopNet API,39587954,"[[-77.699985, 43.149222]]",4899,Multi-Family
,,,401232,,2026-03-25T11:28:33.614117,LoopNet API,39577570,"[[-77.732154, 43.217996]]",979,Retail
