price,collected_at,source,listing_id,coordinates,area,type,description,title,extracted_price_mentions,short_description_flag
222777.0,2026-03-22t19:23:40.968830,loopnet api,29771223,"[[-77.599426, 43.193142], [-77.599521, 43.192894], [-77.599646, 43.193356]]",2828.0,Retail,"industrial warehouse, zoned m1. 5000 sqft available.",property listing 467,,False
240875.0,2026-03-22t19:23:40.968831,loopnet api,25271303,"[[-77.652613, 43.187679]]",3218.0,Office,prime location property. price reduced by 10%.,property listing 468,,False
1.306354e+06,2026-03-22t19:23:40.968833,loopnet api,37144799,"[[-77.445522, 43.127799], [-77.446778, 43.126919]]",1450.0,Industrial,"modern office building, 2015 construction.",property listing 469,,False
1.490077e+06,2026-03-25t11:28:33.614087,loopnet api,39871963,"[[-77.61928, 43.103326]]",658.0,Office,retail storefront. contact 555-0199 for info.,property listing 946,,False
1.882021e+06,2026-03-25t11:28:33.614091,loopnet api,39854150,"[[-77.606577, 43.071999]]",643.0,Office,"industrial warehouse, zoned m1. 5000 sqft available.",property listing 947,,False
1.895856e+06,2026-03-25t11:28:33.614168,loopnet api,39108272,"[[-77.63549, 43.154894]]",1759.0,Industrial,beautiful office space built in 1995. new roof installed in 2020.,property listing 970,,False
1.38291e+06,2026-03-25t11:28:33.614174,loopnet api,39042100,"[[-77.632072, 43.179548]]",3170.0,Office,"industrial warehouse, zoned m1. 5000 sqft available.",property listing 972,,False
1.809481e+06,2026-03-25t11:28:33.614180,loopnet api,38973075,"[[-77.586832, 43.150226]]",1273.0,Multi-Family,"modern office building, 2015 construction.",property listing 974,,False
1.287633e+06,2026-03-25t11:28:33.614327,loopnet api,35143152,"[[-77.595747, 43.138909]]",2403.0,Retail,"industrial warehouse, zoned m1. 5000 sqft available.",property listing 1017,,False
1.658613e+06,2026-03-25t11:28:33.614407,loopnet api,25607807,"[[-77.561877, 43.175906]]",1983.0,Retail,retail storefront. contact 555-0199 for info.,property listing 1041,,False
628619.0,2026-03-25t11:28:33.614511,loopnet api,39866272,"[[-77.607339, 43.155657]]",2899.0,Retail,retail storefront. contact 555-0199 for info.,property listing 1071,,False
1.28322e+06,2026-04-05t14:37:47.911796,loopnet api,39993415,"[[-77.611223, 43.160168]]",4211.0,Multi-Family,beautiful office space built in 1995. new roof installed in 2020.,property listing 1430,,False
510064.0,2026-04-05t14:37:47.911822,loopnet api,39915284,"[[-77.607737, 43.15959]]",3039.0,Retail,retail storefront. contact 555-0199 for info.,property listing 1431,,False
1.691457e+06,2026-04-05t14:37:47.912020,loopnet api,38226122,"[[-77.641095, 43.201649]]",2914.0,Office,retail storefront. contact 555-0199 for info.,property listing 1481,,False
814506.0,2026-04-05t14:37:47.912077,loopnet api,36694513,"[[-77.618797, 43.102607]]",2370.0,Office,retail storefront. contact 555-0199 for info.,property listing 1496,,False
1.094583e+06,2026-04-05t14:37:47.912144,loopnet api,32378445,"[[-77.665955, 43.259908]]",4075.0,Office,prime location property. price reduced by 10%.,property listing 1513,,False
484459.0,2026-04-05t14:37:47.912308,loopnet api,39935759,"[[-77.59466, 43.158984]]",4412.0,Office,retail storefront. contact 555-0199 for info.,property listing 1551,,False
1.187816e+06,2026-04-05t14:37:47.912312,loopnet api,39922564,"[[-77.629057, 43.164435]]",2861.0,Industrial,"industrial warehouse, zoned m1. 5000 sqft available.",property listing 1552,,False
1.126528e+06,2026-04-05t14:37:47.912316,loopnet api,39893735,"[[-77.660457, 43.193003]]",894.0,Industrial,prime location property. price reduced by 10%.,property listing 1553,,False
1.82979e+06,2026-04-05t14:37:47.912324,loopnet api,39307982,"[[-77.653809, 43.164869]]",4446.0,Office,beautiful office space built in 1995. new roof installed in 2020.,property listing 1555,,False
941887.0,2026-04-05t14:37:47.912343,loopnet api,38658813,"[[-77.62946, 43.144108]]",4678.0,Industrial,beautiful office space built in 1995. new roof installed in 2020.,property listing 1560,,False
616078.0,2026-04-05t14:37:47.912401,loopnet api,31278281,"[[-77.614263, 43.17995]]",4192.0,Retail,retail storefront. contact 555-0199 for info.,property listing 1576,,False
1.318935e+06,2026-04-05t14:37:47.912429,loopnet api,15015949,"[[-77.43438, 43.15122]]",1844.0,Multi-Family,prime location property. price reduced by 10%.,property listing 1583,,False
1.869762e+06,2026-04-17t11:27:26.471279,loopnet api,40167211,"[[-77.562736, 43.200697]]",834.0,Multi-Family,retail storefront. contact 555-0199 for info.,property listing 3156,,False
574440.0,2026-04-17t11:27:26.471289,loopnet api,40165640,"[[-77.628225, 43.172969]]",3205.0,Multi-Family,"industrial warehouse, zoned m1. 5000 sqft available.",property listing 3157,,False
1.118058e+06,2026-04-17t11:27:26.471291,loopnet api,40148504,"[[-77.600309, 43.15064], [-77.600497, 43.150705]]",4804.0,Industrial,prime location property. price reduced by 10%.,property listing 3158,,False
377808.0,2026-04-17t11:27:26.471293,loopnet api,40078420,"[[-77.573042, 43.160413]]",2496.0,Office,"modern office building, 2015 construction.",property listing 3159,,False
605813.0,2026-04-17t11:27:26.471295,loopnet api,40043513,"[[-77.6065, 43.11427]]",3102.0,Retail,beautiful office space built in 1995. new roof installed in 2020.,property listing 3160,,False
898764.0,2026-04-17t11:27:26.471337,loopnet api,38834356,"[[-77.581409, 43.161119]]",4547.0,Multi-Family,"modern office building, 2015 construction.",property listing 3189,,False
1.586368e+06,2026-04-17t11:27:26.471376,loopnet api,37405107,"[[-77.654446, 43.055679]]",3644.0,Industrial,"modern office building, 2015 construction.",property listing 3219,,False
790463.0,2026-04-17t11:27:26.471381,loopnet api,36712607,"[[-77.625163, 43.164318]]",4701.0,Office,prime location property. price reduced by 10%.,property listing 3223,,False
1.952399e+06,2026-04-17t11:27:26.471436,loopnet api,40060772,"[[-77.58537, 43.190654]]",2537.0,Retail,"modern office building, 2015 construction.",property listing 3259,,False
1.898153e+06,2026-04-17t11:27:26.471437,loopnet api,40060393,"[[-77.605212, 43.196182]]",1701.0,Multi-Family,beautiful office space built in 1995. new roof installed in 2020.,property listing 3260,,False
630354.0,2026-04-17t11:27:26.471438,loopnet api,40044603,"[[-77.594262, 43.154185]]",4216.0,Office,retail storefront. contact 555-0199 for info.,property listing 3261,,False
559291.0,2026-04-17t11:27:26.471465,loopnet api,40164406,"[[-77.556701, 43.119693]]",756.0,Retail,retail storefront. contact 555-0199 for info.,property listing 3281,,False
1.517795e+06,2026-04-17t11:27:26.471466,loopnet api,40147316,"[[-77.641461, 43.262428]]",4335.0,Retail,"industrial warehouse, zoned m1. 5000 sqft available.",property listing 3282,,False
1.490561e+06,2026-04-17t11:27:26.471468,loopnet api,40146424,"[[-77.673838, 43.164391]]",3629.0,Office,prime location property. price reduced by 10%.,property listing 3283,,False
429955.0,2026-04-17t11:27:26.471469,loopnet api,40044964,"[[-77.601405, 43.208899]]",4097.0,Multi-Family,"modern office building, 2015 construction.",property listing 3284,,False
1.929671e+06,2026-04-17t11:27:26.471474,loopnet api,39494236,"[[-77.666297, 43.150598]]",2516.0,Office,prime location property. price reduced by 10%.,property listing 3288,,False
600285.0,2026-04-17t15:23:11.598071,loopnet api,38172504,"[[-77.681036, 43.16491]]",1210.0,Retail,"modern office building, 2015 construction.",property listing 3774,,False
341569.0,2026-04-24t17:49:28.209792,loopnet api,35580945,"[[-77.58521, 43.099027], [-77.615191, 43.159897], [-77.597745, 43.114269]]",3593.0,Retail,"industrial warehouse, zoned m1. 5000 sqft available.",property listing 3952,,False
560917.0,2026-04-24t17:49:28.209796,loopnet api,40249018,"[[-77.430051, 43.212429]]",2535.0,Multi-Family,prime location property. price reduced by 10%.,property listing 3953,,False
1.270982e+06,2026-04-24t17:49:28.209798,loopnet api,40248577,"[[-77.560017, 43.156468]]",700.0,Office,"modern office building, 2015 construction.",property listing 3954,,False
1.766059e+06,2026-04-24t17:49:28.209800,loopnet api,40196679,"[[-77.652427, 43.152328]]",3756.0,Industrial,beautiful office space built in 1995. new roof installed in 2020.,property listing 3955,,False
977064.0,2026-04-24t17:49:28.209863,loopnet api,38905443,"[[-77.586462, 43.163805]]",694.0,Office,prime location property. price reduced by 10%.,property listing 3988,,False
1.77562e+06,2026-04-24t17:49:28.210004,loopnet api,40264721,"[[-77.634923, 43.082694]]",4629.0,Office,beautiful office space built in 1995. new roof installed in 2020.,property listing 4055,,False
254388.0,2026-04-24t17:49:28.210100,loopnet api,39001771,"[[-77.569704, 43.130621]]",2645.0,Office,beautiful office space built in 1995. new roof installed in 2020.,property listing 4105,,False
234926.0,2026-04-25t17:22:12.920994,loopnet api,39479662,"[[-77.687841, 43.129255]]",565.0,Multi-Family,beautiful office space built in 1995. new roof installed in 2020.,property listing 4400,,False
894664.0,2026-04-25t17:22:12.921000,loopnet api,39147739,"[[-77.431603, 43.218146]]",1922.0,Office,"industrial warehouse, zoned m1. 5000 sqft available.",property listing 4402,,False
1.762449e+06,2026-04-25t17:22:12.921022,loopnet api,38404159,"[[-77.560597, 43.09562]]",3583.0,Office,"modern office building, 2015 construction.",property listing 4409,,False
968735.0,2026-04-25t17:22:12.921032,loopnet api,38057609,"[[-77.646874, 43.0616]]",3908.0,Multi-Family,"industrial warehouse, zoned m1. 5000 sqft available.",property listing 4412,,False
523824.0,2026-04-25t17:22:12.921048,loopnet api,36850609,"[[-77.558548, 43.163768]]",4243.0,Office,"industrial warehouse, zoned m1. 5000 sqft available.",property listing 4417,,False
1.374229e+06,2026-04-25t17:22:12.921054,loopnet api,36666411,"[[-77.650218, 43.062672]]",2641.0,Multi-Family,"modern office building, 2015 construction.",property listing 4419,,False
271796.0,2026-04-25t17:22:12.921061,loopnet api,36360042,"[[-77.485085, 43.113571]]",1714.0,Office,retail storefront. contact 555-0199 for info.,property listing 4421,,False
1.25891e+06,2026-04-25t17:22:12.921071,loopnet api,35459458,"[[-77.440719, 43.124942]]",3870.0,Retail,"modern office building, 2015 construction.",property listing 4424,,False
1.138195e+06,2026-04-25t17:22:12.921074,loopnet api,35365801,"[[-77.614428, 43.251083]]",2308.0,Retail,beautiful office space built in 1995. new roof installed in 2020.,property listing 4425,,False
1.000006e+06,2026-04-25t17:22:12.921077,loopnet api,35040848,"[[-77.798563, 43.21765]]",1052.0,Multi-Family,retail storefront. contact 555-0199 for info.,property listing 4426,,False
1.836957e+06,2026-04-25t17:22:12.921080,loopnet api,34997248,"[[-77.516096, 43.090089]]",4877.0,Industrial,"industrial warehouse, zoned m1. 5000 sqft available.",property listing 4427,,False
1.962486e+06,2026-04-25t17:22:12.921084,loopnet api,34937180,"[[-77.617645, 43.155925]]",687.0,Office,prime location property. price reduced by 10%.,property listing 4428,,False
1.63368e+06,2026-04-25t17:22:12.921087,loopnet api,34552719,"[[-77.642921, 43.054479]]",3373.0,Multi-Family,"modern office building, 2015 construction.",property listing 4429,,False
107673.0,2026-04-25t17:22:12.921090,loopnet api,34166632,"[[-77.639791, 43.164369]]",1355.0,Retail,beautiful office space built in 1995. new roof installed in 2020.,property listing 4430,,False
1.229379e+06,2026-04-25t17:22:12.921106,loopnet api,31419247,"[[-77.639821, 43.179525]]",2106.0,Multi-Family,beautiful office space built in 1995. new roof installed in 2020.,property listing 4435,,False
1.198468e+06,2026-04-25t17:22:12.921112,loopnet api,31073658,"[[-77.425694, 43.166068]]",2660.0,Industrial,"industrial warehouse, zoned m1. 5000 sqft available.",property listing 4437,,False
944240.0,2026-04-25t17:22:12.921122,loopnet api,15082433,"[[-77.60579, 43.15914]]",500.0,Multi-Family,beautiful office space built in 1995. new roof installed in 2020.,property listing 4440,,False
659803.0,2026-04-25t17:22:12.921128,loopnet api,38095938,"[[-77.611612, 43.137413]]",2613.0,Office,"industrial warehouse, zoned m1. 5000 sqft available.",property listing 4442,,False
1.063396e+06,2026-04-25t17:22:12.921131,loopnet api,37902719,"[[-77.666541, 43.046159]]",3038.0,Industrial,prime location property. price reduced by 10%.,property listing 4443,,False
1.646345e+06,2026-04-25t17:22:12.921135,loopnet api,37615125,"[[-77.714708, 43.213511]]",4527.0,Industrial,"modern office building, 2015 construction.",property listing 4444,,False
1.434408e+06,2026-04-25t17:22:12.921142,loopnet api,36916302,"[[-77.694933, 43.263417]]",2560.0,Office,retail storefront. contact 555-0199 for info.,property listing 4446,,False
220671.0,2026-04-30t16:57:57.649476,loopnet api,40303144,"[[-77.660024, 43.14767]]",4117.0,Retail,retail storefront. contact 555-0199 for info.,property listing 4631,,False
1.202664e+06,2026-04-30t16:57:57.649716,loopnet api,33613131,"[[-77.647466, 43.165353]]",3757.0,Industrial,"modern office building, 2015 construction.",property listing 4709,,False
1.35095e+06,2026-04-30t16:57:57.649780,loopnet api,40320002,"[[-77.714713, 43.138367]]",1405.0,Retail,"modern office building, 2015 construction.",property listing 4734,,False
1.794988e+06,2026-04-30t16:57:57.649782,loopnet api,40301925,"[[-77.63696, 43.085362]]",4872.0,Retail,beautiful office space built in 1995. new roof installed in 2020.,property listing 4735,,False
1.984029e+06,2026-04-30t16:57:57.649837,loopnet api,40334944,"[[-77.624362, 43.167115]]",2956.0,Office,"industrial warehouse, zoned m1. 5000 sqft available.",property listing 4757,,False
1.577057e+06,2026-04-30t16:57:57.649840,loopnet api,40329538,"[[-77.5192, 43.123026]]",1884.0,Industrial,prime location property. price reduced by 10%.,property listing 4758,,False
1.349745e+06,2026-05-06t13:02:55.216435,loopnet api,40407914,"[[-77.507592, 43.194159]]",638.0,Office,retail storefront. contact 555-0199 for info.,property listing 5001,,False
1.87351e+06,2026-05-06t13:02:55.216741,loopnet api,40212933,"[[-77.635078, 43.181131]]",640.0,Industrial,"modern office building, 2015 construction.",property listing 5119,,False
1.033612e+06,2026-05-10t23:20:10.468610,loopnet api,39479543,"[[-77.607367, 43.17644]]",2936.0,Industrial,retail storefront. contact 555-0199 for info.,property listing 5201,,False
346788.0,2026-05-10t23:20:10.468610,loopnet api,37747186,"[[-77.576178, 43.092097]]",1940.0,Retail,beautiful office space built in 1995. new roof installed in 2020.,property listing 5240,,False
607731.0,2026-05-10t23:20:10.468610,loopnet api,40419073,"[[-77.600075, 43.139217]]",2069.0,Retail,"modern office building, 2015 construction.",property listing 5304,,False
974434.0,2026-05-10t23:20:10.468610,loopnet api,40391744,"[[-77.801292, 43.192984]]",1539.0,Retail,beautiful office space built in 1995. new roof installed in 2020.,property listing 5305,,False
1.194891e+06,2026-05-10t23:20:10.468610,loopnet api,29915595,"[[-77.68893, 43.165088]]",724.0,Retail,"modern office building, 2015 construction.",property listing 5329,,False
1.789889e+06,2026-05-13t11:48:05.879776,loopnet api,33492271,"[[-77.495736, 43.204777]]",4058.0,Multi-Family,prime location property. price reduced by 10%.,property listing 5888,,False
